Rep,Oxygen,Treatment
3523,6.3152,Reef
3524,6.382144,Reef
3525,6.387616,Reef
3526,6.39296,Reef
3527,6.276288,Reef
3528,6.266624,Reef
3529,6.31136,Reef
3530,6.307904,Reef
3531,6.248064,Reef
3532,6.249856,Reef
3533,6.28832,Reef
3534,6.282592,Reef
3535,6.2992,Reef
3536,6.237408,Reef
3537,6.293952,Reef
3538,6.336288,Reef
3539,6.288672,Reef
3540,6.272928,Reef
3541,6.222784,Reef
3542,6.195648,Reef
3543,6.166752,Reef
3544,6.217664,Reef
3545,6.283616,Reef
3546,6.29072,Reef
3547,6.268512,Reef
3548,6.205088,Reef
3549,6.182816,Reef
3550,6.212704,Reef
3551,6.154784,Reef
3552,6.176,Reef
3553,6.293952,Reef
3554,6.493088,Reef
3555,6.367328,Reef
3556,6.322464,Reef
3557,6.363904,Reef
3558,6.449632,Reef
3559,6.395648,Reef
3560,6.342752,Reef
3561,6.323584,Reef
3562,6.615936,Reef
3563,6.43136,Reef
3564,6.594368,Reef
3565,6.507104,Reef
3566,6.452608,Reef
3567,6.437248,Reef
3568,6.603136,Reef
3569,6.49344,Reef
3570,6.5328,Reef
3571,6.491168,Reef
3572,6.566816,Reef
3573,6.526912,Reef
3574,6.635904,Reef
3575,6.596352,Reef
3576,6.549568,Reef
3577,6.549856,Reef
3578,6.440672,Reef
3579,6.437408,Reef
3580,6.581856,Reef
3581,6.55584,Reef
3582,6.577472,Reef
3583,6.60528,Reef
3584,6.641984,Reef
3585,6.557248,Reef
3586,6.529824,Reef
3587,6.508128,Reef
3588,6.468928,Reef
3589,6.417056,Reef
3590,6.40656,Reef
3591,6.489152,Reef
3592,6.518432,Reef
3593,6.515232,Reef
3594,6.47952,Reef
3595,6.500576,Reef
3596,6.629024,Reef
3597,6.60432,Reef
3598,6.575392,Reef
3599,6.591264,Reef
3600,6.557952,Reef
3601,6.54832,Reef
3602,6.506912,Reef
3603,6.528192,Reef
3604,6.460768,Reef
3605,6.508832,Reef
3606,6.596672,Reef
3607,6.52144,Reef
3608,6.457216,Reef
3609,6.543456,Reef
3610,6.515712,Reef
3611,6.523744,Reef
3612,6.55424,Reef
3613,6.54304,Reef
3614,6.454176,Reef
3615,6.495456,Reef
3616,6.532448,Reef
3617,6.489472,Reef
3618,6.48544,Reef
3619,6.492416,Reef
3620,6.473184,Reef
3621,6.485184,Reef
3622,6.444608,Reef
3623,6.416512,Reef
3624,6.513536,Reef
3625,6.501952,Reef
3626,6.452064,Reef
3627,6.537952,Reef
3628,6.456256,Reef
3629,6.5136,Reef
3630,6.510752,Reef
3631,6.472896,Reef
3632,6.491552,Reef
3633,6.509632,Reef
3634,6.482304,Reef
3635,6.475968,Reef
3636,6.493728,Reef
3637,6.440896,Reef
3638,6.445824,Reef
3639,6.41728,Reef
3640,6.385472,Reef
3641,6.420192,Reef
3642,6.381984,Reef
3643,6.487328,Reef
3644,6.53264,Reef
3645,6.498336,Reef
3646,6.461504,Reef
3647,6.474496,Reef
3648,6.47008,Reef
3649,6.399744,Reef
3650,6.40496,Reef
3651,6.341536,Reef
3652,6.413472,Reef
3653,6.42112,Reef
3654,6.4512,Reef
3655,6.358624,Reef
3656,6.339424,Reef
3657,6.553568,Reef
3658,6.42,Reef
3659,6.619872,Reef
3660,6.541792,Reef
3661,6.556672,Reef
3662,6.489344,Reef
3663,6.457952,Reef
3664,6.41488,Reef
3665,6.408,Reef
3666,6.330784,Reef
3667,6.37696,Reef
3668,6.462144,Reef
3669,6.532928,Reef
3670,6.511744,Reef
3671,6.5056,Reef
3672,6.522176,Reef
3673,6.455296,Reef
3674,6.435776,Reef
3675,6.471616,Reef
3676,6.491744,Reef
3677,6.40112,Reef
3678,6.454432,Reef
3679,6.562688,Reef
3680,6.456192,Reef
3681,6.513536,Reef
3682,6.538304,Reef
3683,6.506752,Reef
3684,6.433792,Reef
3685,6.377184,Reef
3686,6.367264,Reef
3687,6.3864,Reef
3688,6.428384,Reef
3689,6.416352,Reef
3690,6.410976,Reef
3691,6.379264,Reef
3692,6.501536,Reef
3693,6.389728,Reef
3694,6.413568,Reef
3695,6.432096,Reef
3696,6.702112,Reef
3697,6.659104,Reef
3698,6.54864,Reef
3699,6.487648,Reef
3700,6.450976,Reef
3701,6.445312,Reef
3702,6.579936,Reef
3703,6.583424,Reef
3704,6.583136,Reef
3705,6.538016,Reef
3706,6.499456,Reef
3707,6.482944,Reef
3708,6.598528,Reef
3709,6.535808,Reef
3710,6.516128,Reef
3711,6.548768,Reef
3712,6.489152,Reef
3713,6.523168,Reef
3714,6.628032,Reef
3715,6.645376,Reef
3716,6.599328,Reef
3717,6.508352,Reef
3718,6.549024,Reef
3719,6.591424,Reef
3720,6.570496,Reef
3721,6.500992,Reef
3722,6.559296,Reef
3723,6.522656,Reef
3724,6.56768,Reef
3725,6.48384,Reef
3726,6.571392,Reef
3727,6.6088,Reef
3728,6.610848,Reef
3729,6.579776,Reef
3730,6.629728,Reef
3731,6.587904,Reef
3732,6.55504,Reef
3733,6.562624,Reef
3734,6.535552,Reef
3735,6.539136,Reef
3736,6.496896,Reef
3737,6.588928,Reef
3738,6.53888,Reef
3739,6.435584,Reef
3740,6.655008,Reef
3741,6.522848,Reef
3742,6.462048,Reef
3743,6.447936,Reef
3744,6.451424,Reef
3745,6.459648,Reef
3746,6.517024,Reef
3747,6.4488,Reef
3748,6.566592,Reef
3749,6.538464,Reef
3750,6.577312,Reef
3751,6.547584,Reef
3752,6.720608,Reef
3753,6.582976,Reef
3754,6.59008,Reef
3755,6.61552,Reef
3756,6.632416,Reef
3757,6.629024,Reef
3758,6.635552,Reef
3759,6.55872,Reef
3760,6.532064,Reef
3761,6.574592,Reef
3762,6.528096,Reef
3763,6.497504,Reef
3764,6.541408,Reef
3765,6.466304,Reef
3766,6.507296,Reef
3767,6.528608,Reef
3768,6.617184,Reef
3769,6.507296,Reef
3770,6.546304,Reef
3771,6.550144,Reef
3772,6.50032,Reef
3773,6.55104,Reef
3774,6.573184,Reef
3775,6.595136,Reef
3776,6.588672,Reef
3777,6.6224,Reef
3778,6.594496,Reef
3779,6.655936,Reef
3780,6.675616,Reef
3781,6.653696,Reef
3782,6.659072,Reef
3783,6.59008,Reef
3784,6.590464,Reef
3785,6.639456,Reef
3786,6.662208,Reef
3787,6.581056,Reef
3788,6.629536,Reef
3789,6.528992,Reef
3790,6.55232,Reef
3791,6.561568,Reef
3792,6.576032,Reef
3793,6.561728,Reef
3794,6.556928,Reef
3795,6.635168,Reef
3796,6.703936,Reef
3797,6.673792,Reef
3798,6.615904,Reef
3799,6.619904,Reef
3800,6.668672,Reef
3801,6.641056,Reef
3802,6.602944,Reef
3803,6.753344,Reef
3804,6.672512,Reef
3805,6.669888,Reef
3806,6.6464,Reef
3807,6.605664,Reef
3808,6.591136,Reef
3809,6.594784,Reef
3810,6.506432,Reef
3811,6.555168,Reef
3812,6.565472,Reef
3813,6.544928,Reef
3814,6.569984,Reef
3815,6.519328,Reef
3816,6.531968,Reef
3817,6.476384,Reef
3818,6.44128,Reef
3819,6.412416,Reef
3820,6.50784,Reef
3821,6.480576,Reef
3822,6.491872,Reef
3823,6.457696,Reef
3824,6.454528,Reef
3825,6.461472,Reef
3826,6.541472,Reef
3827,6.478784,Reef
3828,6.435424,Reef
3829,6.402592,Reef
3830,6.4504,Reef
3831,6.544576,Reef
3832,6.48096,Reef
3833,6.505376,Reef
3834,6.491136,Reef
3835,6.476544,Reef
3836,6.426272,Reef
3837,6.417856,Reef
3838,6.416256,Reef
3839,6.385184,Reef
3840,6.397856,Reef
3841,6.331936,Reef
3842,6.307104,Reef
3843,6.312736,Reef
3844,6.34464,Reef
3845,6.41264,Reef
3846,6.544608,Reef
3847,6.393408,Reef
3848,6.359872,Reef
3849,6.330432,Reef
3850,6.307104,Reef
3851,6.31568,Reef
3852,6.337472,Reef
3853,6.304896,Reef
3854,6.307488,Reef
3855,6.27888,Reef
3856,6.416384,Reef
3857,6.37584,Reef
3858,6.34144,Reef
3859,6.302336,Reef
3860,6.377856,Reef
3861,6.282016,Reef
3862,6.376,Reef
3863,6.294752,Reef
3864,6.392032,Reef
3865,6.37904,Reef
3866,6.444576,Reef
3867,6.421984,Reef
3868,6.511936,Reef
3869,6.450336,Reef
3870,6.436,Reef
3871,6.425216,Reef
3872,6.422304,Reef
3873,6.436064,Reef
3874,6.41184,Reef
3875,6.573984,Reef
3876,6.571776,Reef
3877,6.608352,Reef
3878,6.627232,Reef
3879,6.635264,Reef
3880,6.637984,Reef
3881,6.610784,Reef
3882,6.553088,Reef
3883,6.757952,Reef
3884,6.642144,Reef
3885,6.755648,Reef
3886,6.730112,Reef
3887,6.689504,Reef
3888,6.694112,Reef
3889,6.740704,Reef
3890,6.72768,Reef
3891,6.67632,Reef
3892,6.683808,Reef
3893,6.681952,Reef
3894,6.738432,Reef
3895,6.778464,Reef
3896,6.776864,Reef
3897,6.801536,Reef
3898,6.807584,Reef
3899,6.828448,Reef
3900,6.805248,Reef
3901,6.795968,Reef
3902,6.804864,Reef
3903,6.809568,Reef
3904,6.832768,Reef
3905,6.778272,Reef
3906,6.788032,Reef
3907,6.822336,Reef
3908,6.786688,Reef
3909,6.801472,Reef
3910,6.775552,Reef
3911,6.831392,Reef
3912,6.819104,Reef
3913,6.772064,Reef
3914,6.789632,Reef
3915,6.768576,Reef
3916,6.794304,Reef
3917,6.817856,Reef
3918,6.775936,Reef
3919,6.835424,Reef
3920,6.835936,Reef
3921,6.771232,Reef
3922,6.803712,Reef
3923,6.78208,Reef
3924,6.772032,Reef
3925,6.760032,Reef
3926,6.770304,Reef
3927,6.74176,Reef
3928,6.79536,Reef
3929,6.79216,Reef
3930,6.783968,Reef
3931,6.8184,Reef
3932,6.77888,Reef
3933,6.8376,Reef
3934,6.83136,Reef
3935,6.869344,Reef
3936,6.79712,Reef
3937,6.828512,Reef
3938,6.8464,Reef
3939,6.815168,Reef
3940,6.804384,Reef
3941,6.776192,Reef
3942,6.780736,Reef
3943,6.783968,Reef
3944,6.73312,Reef
3945,6.687104,Reef
3946,6.735776,Reef
3947,6.704768,Reef
3948,6.692608,Reef
3949,6.720128,Reef
3950,6.68736,Reef
3951,6.73072,Reef
3952,6.72928,Reef
3953,6.698432,Reef
3954,6.770176,Reef
3955,6.812608,Reef
3956,6.77152,Reef
3957,6.672096,Reef
3958,6.72368,Reef
3959,6.74512,Reef
3960,6.827296,Reef
3961,6.790144,Reef
3962,6.722784,Reef
3963,6.823008,Reef
3964,6.711648,Reef
3965,6.732992,Reef
3966,6.717888,Reef
3967,6.74496,Reef
3968,6.730592,Reef
3969,6.805056,Reef
3970,6.792,Reef
3971,6.790144,Reef
3972,6.808704,Reef
3973,6.860352,Reef
3974,6.790272,Reef
3975,6.749504,Reef
3976,6.732992,Reef
3977,6.724224,Reef
3978,6.762816,Reef
3979,6.741504,Reef
3980,6.76016,Reef
3981,6.748832,Reef
3982,6.705568,Reef
3983,6.702272,Reef
3984,6.652576,Reef
3985,6.689472,Reef
3986,6.712192,Reef
3987,6.658336,Reef
3988,6.65936,Reef
3989,6.660832,Reef
3990,6.711264,Reef
3991,6.651136,Reef
3992,6.638848,Reef
3993,6.648,Reef
3994,6.677216,Reef
3995,6.68592,Reef
3996,6.697504,Reef
3997,6.58224,Reef
3998,6.713408,Reef
3999,6.579968,Reef
4000,6.728,Reef
4001,6.734624,Reef
4002,6.788864,Reef
4003,6.780544,Reef
4004,6.78992,Reef
4005,6.799456,Reef
4006,6.803744,Reef
4007,6.791936,Reef
4008,6.731712,Reef
4009,6.760064,Reef
4010,6.751808,Reef
4011,6.758208,Reef
4012,6.751264,Reef
4013,6.789792,Reef
4014,6.790752,Reef
4015,6.78912,Reef
4016,6.769984,Reef
4017,6.845376,Reef
4018,6.802016,Reef
4019,6.74944,Reef
4020,6.7944,Reef
4021,6.77616,Reef
4022,6.762496,Reef
4023,6.752352,Reef
4024,6.766112,Reef
4025,6.706336,Reef
4026,6.682592,Reef
4027,6.70816,Reef
4028,6.685088,Reef
4029,6.645472,Reef
4030,6.682208,Reef
4031,6.676,Reef
4032,6.693408,Reef
4033,6.661696,Reef
4034,6.632704,Reef
4035,6.63712,Reef
4036,6.58672,Reef
4037,6.603168,Reef
4038,6.659872,Reef
4039,6.632576,Reef
4040,6.596704,Reef
4041,6.631648,Reef
4042,6.654368,Reef
4043,6.6168,Reef
4044,6.635456,Reef
4045,6.651136,Reef
4046,6.68304,Reef
4047,6.629216,Reef
4048,6.647232,Reef
4049,6.707584,Reef
4050,6.690016,Reef
4051,6.754432,Reef
4052,6.743936,Reef
4053,6.681728,Reef
4054,6.665312,Reef
4055,6.682656,Reef
4056,6.771808,Reef
4057,6.726272,Reef
4058,6.736768,Reef
4059,6.688864,Reef
4060,6.780832,Reef
4061,6.753152,Reef
4062,6.74448,Reef
4063,6.73888,Reef
4064,6.708928,Reef
4065,6.682816,Reef
4066,6.6752,Reef
4067,6.646368,Reef
4068,6.694144,Reef
4069,6.74064,Reef
4070,6.687456,Reef
4071,6.708192,Reef
4072,6.749056,Reef
4073,6.733088,Reef
4074,6.679936,Reef
4075,6.717984,Reef
4076,6.721408,Reef
4077,6.726848,Reef
4078,6.686432,Reef
4079,6.69776,Reef
4080,6.70752,Reef
4081,6.739104,Reef
4082,6.764128,Reef
4083,6.767488,Reef
4084,6.725568,Reef
4085,6.748928,Reef
4086,6.730304,Reef
4087,6.73232,Reef
4088,6.709536,Reef
4089,6.734464,Reef
4090,6.712864,Reef
4091,6.708256,Reef
4092,6.697536,Reef
4093,6.731968,Reef
4094,6.766752,Reef
4095,6.730912,Reef
4096,6.756224,Reef
4097,6.75408,Reef
4098,6.757152,Reef
4099,6.720992,Reef
4100,6.7304,Reef
4101,6.71504,Reef
4102,6.735872,Reef
4103,6.703936,Reef
4104,6.69536,Reef
4105,6.74864,Reef
4106,6.718528,Reef
4107,6.703168,Reef
4108,6.714272,Reef
4109,6.723008,Reef
4110,6.682208,Reef
4111,6.63872,Reef
4112,6.644064,Reef
4113,6.67344,Reef
4114,6.680416,Reef
4115,6.66976,Reef
4116,6.695424,Reef
4117,6.77472,Reef
4118,6.711776,Reef
4119,6.684096,Reef
4120,6.629888,Reef
4121,6.682016,Reef
4122,6.678336,Reef
4123,6.709728,Reef
4124,6.67456,Reef
4125,6.675616,Reef
4126,6.71056,Reef
4127,6.745728,Reef
4128,6.707776,Reef
4129,6.69168,Reef
4130,6.688,Reef
4131,6.6984,Reef
4132,6.689312,Reef
4133,6.68272,Reef
4134,6.684992,Reef
4135,6.65664,Reef
4136,6.624256,Reef
4137,6.65456,Reef
4138,6.642144,Reef
4139,6.661696,Reef
4140,6.661184,Reef
4141,6.693216,Reef
4142,6.681792,Reef
4143,6.686016,Reef
4144,6.70768,Reef
4145,6.669728,Reef
4146,6.711072,Reef
4147,6.70304,Reef
4148,6.690784,Reef
4149,6.67632,Reef
4150,6.706368,Reef
4151,6.742304,Reef
4152,6.67856,Reef
4153,6.686464,Reef
4154,6.628608,Reef
4155,6.6816,Reef
4156,6.613472,Reef
4157,6.69664,Reef
4158,6.643648,Reef
4159,6.61824,Reef
4160,6.593472,Reef
4161,6.559808,Reef
4162,6.555808,Reef
4163,6.57152,Reef
4164,6.631712,Reef
4165,6.605952,Reef
4166,6.594048,Reef
4167,6.562304,Reef
4168,6.552672,Reef
4169,6.571072,Reef
4170,6.602816,Reef
4171,6.670624,Reef
4172,6.604352,Reef
4173,6.622272,Reef
4174,6.672576,Reef
4175,6.631264,Reef
4176,6.620224,Reef
4177,6.605696,Reef
4178,6.592992,Reef
4179,6.625696,Reef
4180,6.601312,Reef
4181,6.625472,Reef
4182,6.56016,Reef
4183,6.580384,Reef
4184,6.688416,Reef
4185,6.60784,Reef
4186,6.584032,Reef
4187,6.60656,Reef
4188,6.571264,Reef
4189,6.57552,Reef
4190,6.565088,Reef
4191,6.601152,Reef
4192,6.574656,Reef
4193,6.548416,Reef
4194,6.570784,Reef
4195,6.559488,Reef
4196,6.536256,Reef
4197,6.496864,Reef
4198,6.49904,Reef
4199,6.54336,Reef
4200,6.546464,Reef
4201,6.55728,Reef
4202,6.531008,Reef
4203,6.527296,Reef
4204,6.546336,Reef
4205,6.510976,Reef
4206,6.506912,Reef
4207,6.536,Reef
4208,6.537792,Reef
4209,6.506176,Reef
4210,6.561184,Reef
4211,6.535168,Reef
4212,6.525312,Reef
4213,6.477632,Reef
4214,6.48032,Reef
4215,6.497344,Reef
4216,6.49392,Reef
4217,6.518496,Reef
4218,6.504704,Reef
4219,6.45344,Reef
4220,6.505248,Reef
4221,6.480768,Reef
4222,6.427584,Reef
4223,6.415328,Reef
4224,6.47664,Reef
4225,6.41712,Reef
4226,6.404576,Reef
4227,6.348448,Reef
4228,6.367136,Reef
4229,6.50928,Reef
4230,6.49216,Reef
4231,6.459552,Reef
4232,6.496384,Reef
4233,6.513312,Reef
4234,6.471424,Reef
4235,6.471296,Reef
4236,6.446944,Reef
4237,6.369408,Reef
4238,6.001952,Reef
4239,6.106336,Reef
4240,6.057664,Reef
4241,6.283936,Reef
4242,6.350368,Reef
4243,6.098752,Reef
4244,6.031648,Reef
4245,6.079936,Reef
4246,5.96576,Reef
4247,5.957344,Reef
4248,5.464608,Reef
4249,5.650112,Reef
4250,5.92208,Reef
4251,6.330048,Reef
4252,5.99072,Reef
4253,6.379392,Reef
4254,5.879136,Reef
4255,6.142336,Reef
4256,6.294304,Reef
4257,6.49088,Reef
4258,6.449696,Reef
4259,6.511072,Reef
4260,6.512992,Reef
4261,6.495264,Reef
4262,6.483232,Reef
4263,6.439584,Reef
4264,6.47296,Reef
4265,6.504448,Reef
4266,6.412672,Reef
4267,6.427424,Reef
4268,6.480896,Reef
4269,6.448672,Reef
4270,6.438144,Reef
4271,6.4376,Reef
4272,6.489312,Reef
4273,6.455328,Reef
4274,6.47184,Reef
4275,6.402624,Reef
4276,6.402528,Reef
4277,6.366016,Reef
4278,6.444416,Reef
4279,6.457056,Reef
4280,6.43264,Reef
4281,6.4456,Reef
4282,6.458144,Reef
4283,6.436064,Reef
4284,6.352352,Reef
4285,6.342464,Reef
4286,6.356672,Reef
4287,6.339872,Reef
4288,6.33952,Reef
4289,6.302208,Reef
4290,6.377856,Reef
4291,6.4144,Reef
4292,6.417024,Reef
4293,6.418624,Reef
4294,6.335616,Reef
4295,6.293408,Reef
4296,6.287168,Reef
4297,6.258336,Reef
4298,6.302592,Reef
4299,6.351328,Reef
4300,6.320544,Reef
4301,6.23408,Reef
4302,6.20864,Reef
4303,6.183808,Reef
4304,6.285664,Reef
4305,6.251968,Reef
4306,6.117856,Reef
4307,6.136768,Reef
4308,6.230304,Reef
4309,6.2264,Reef
4310,6.24128,Reef
4311,6.18368,Reef
4312,6.200448,Reef
4313,6.214144,Reef
4314,6.255552,Reef
4315,6.208256,Reef
4316,6.148544,Reef
4317,6.17616,Reef
4318,6.174016,Reef
4319,6.166752,Reef
4320,6.059776,Reef
4321,6.16176,Reef
4322,6.230432,Reef
4323,6.216384,Reef
4324,6.177984,Reef
4325,6.085664,Reef
4326,6.1832,Reef
4327,6.109856,Reef
4328,6.097408,Reef
4329,6.12352,Reef
4330,6.126976,Reef
4331,6.20896,Reef
4332,6.203296,Reef
4333,6.204416,Reef
4334,6.219936,Reef
4335,6.223616,Reef
4336,6.198304,Reef
4337,6.170592,Reef
4338,6.193824,Reef
4339,6.181056,Reef
4340,6.191904,Reef
4341,6.17792,Reef
4342,6.123552,Reef
4343,6.153088,Reef
4344,6.133632,Reef
4345,6.140032,Reef
4346,6.153824,Reef
4347,6.201792,Reef
4348,6.186912,Reef
4349,6.20064,Reef
4350,6.13936,Reef
4351,6.109344,Reef
4352,6.15808,Reef
4353,6.144864,Reef
4354,6.124288,Reef
4355,6.109728,Reef
4356,6.091008,Reef
4357,6.098784,Reef
4358,6.112832,Reef
4359,6.122176,Reef
4360,6.105088,Reef
4361,6.09424,Reef
4362,6.056992,Reef
4363,6.04304,Reef
4364,6.030688,Reef
4365,5.991904,Reef
4366,5.992672,Reef
4367,5.99824,Reef
4368,5.975872,Reef
4369,5.989216,Reef
4370,5.962912,Reef
4371,5.943008,Reef
4372,5.987808,Reef
4373,5.915264,Reef
4374,5.939712,Reef
4375,5.939968,Reef
4376,5.977824,Reef
4377,5.91072,Reef
4378,5.926528,Reef
4379,5.906688,Reef
4380,5.917728,Reef
4381,5.908672,Reef
4382,5.871488,Reef
4383,5.893472,Reef
4384,5.90784,Reef
4385,5.885632,Reef
4386,5.8424,Reef
4387,5.853504,Reef
4388,5.885536,Reef
4389,5.867968,Reef
4390,5.84256,Reef
4391,5.805568,Reef
4392,5.817248,Reef
4393,5.804512,Reef
4394,5.817184,Reef
4395,5.786976,Reef
4396,5.776544,Reef
4397,5.797504,Reef
4398,5.772736,Reef
4399,5.753952,Reef
4400,5.702048,Reef
4401,5.738336,Reef
4402,5.790304,Reef
4403,5.703008,Reef
4404,5.714336,Reef
4405,5.696,Reef
4406,5.650144,Reef
4407,5.616864,Reef
4408,5.65728,Reef
4409,5.644352,Reef
4410,5.679136,Reef
4411,5.640928,Reef
4412,5.670112,Reef
4413,5.63296,Reef
4414,5.596608,Reef
4415,5.685952,Reef
4416,5.634368,Reef
4417,5.679968,Reef
4418,5.668096,Reef
4419,5.642944,Reef
4420,5.632256,Reef
4421,5.65136,Reef
4422,5.654624,Reef
4423,5.654208,Reef
4424,5.657312,Reef
4425,5.595552,Reef
4426,5.60032,Reef
4427,5.56,Reef
4428,5.527296,Reef
4429,5.529952,Reef
4430,5.505312,Reef
4431,5.552096,Reef
4432,5.539104,Reef
4433,5.492544,Reef
4434,5.481408,Reef
4435,5.512544,Reef
4436,5.551456,Reef
4437,5.471264,Reef
4438,5.513056,Reef
4439,5.45408,Reef
4440,5.418784,Reef
4441,5.412064,Reef
4442,5.388288,Reef
4443,5.402496,Reef
4444,5.41632,Reef
4445,5.379328,Reef
4446,5.431456,Reef
4447,5.328288,Reef
4448,5.306784,Reef
4449,5.297088,Reef
4450,5.295584,Reef
4451,5.272288,Reef
4452,5.293088,Reef
4453,5.297696,Reef
4454,5.301184,Reef
4455,5.307008,Reef
4456,5.286144,Reef
4457,5.25456,Reef
4458,5.296128,Reef
4459,5.242112,Reef
4460,5.236544,Reef
4461,5.22368,Reef
4462,5.199328,Reef
4463,5.197376,Reef
4464,5.19424,Reef
4465,5.207296,Reef
4466,5.217952,Reef
4467,5.2408,Reef
4468,5.277856,Reef
4469,5.2712,Reef
4470,5.183136,Reef
4471,5.38672,Reef
4472,5.298144,Reef
4473,5.258432,Reef
4474,5.269376,Reef
4475,5.29104,Reef
4476,5.277728,Reef
4477,5.258944,Reef
4478,5.224096,Reef
4479,5.234848,Reef
4480,5.213376,Reef
4481,5.25904,Reef
4482,5.247424,Reef
4483,5.237536,Reef
4484,5.28944,Reef
4485,5.271232,Reef
4486,5.291008,Reef
4487,5.26768,Reef
4488,5.254208,Reef
4489,5.257344,Reef
4490,5.284096,Reef
4491,5.27952,Reef
4492,5.227648,Reef
4493,5.28496,Reef
4494,5.236576,Reef
4495,5.244096,Reef
4496,5.27296,Reef
4497,5.224736,Reef
4498,5.22528,Reef
4499,5.224928,Reef
4500,5.21904,Reef
4501,5.201664,Reef
4502,5.168096,Reef
4503,5.193408,Reef
4504,5.199584,Reef
4505,5.208224,Reef
4506,5.178624,Reef
4507,5.190176,Reef
4508,5.132928,Reef
4509,5.143264,Reef
4510,5.129216,Reef
4511,5.156928,Reef
4512,5.155744,Reef
4513,5.154528,Reef
4514,5.13728,Reef
4515,5.148992,Reef
4516,5.167392,Reef
4517,5.158048,Reef
4518,5.131008,Reef
4519,5.104128,Reef
4520,5.077344,Reef
4521,5.085184,Reef
4522,5.0808,Reef
4523,5.057632,Reef
4524,5.081696,Reef
4525,5.06256,Reef
4526,5.094016,Reef
4527,5.079776,Reef
4528,5.061312,Reef
4529,5.010688,Reef
4530,5.033312,Reef
4531,5.021504,Reef
4532,5.046816,Reef
4533,5.059296,Reef
4534,5.026208,Reef
4535,5.047296,Reef
4536,5.026144,Reef
4537,5.051008,Reef
4538,4.987392,Reef
4539,5.003712,Reef
4540,5.017696,Reef
4541,5.028544,Reef
4542,5.150592,Reef
4543,5.021664,Reef
4544,5.029216,Reef
4545,5.053088,Reef
4546,5.040064,Reef
4547,5.05984,Reef
4548,5.027808,Reef
4549,5.050464,Reef
4550,5.01024,Reef
4551,4.999488,Reef
4552,4.983744,Reef
4553,5.0592,Reef
4554,5.012416,Reef
4555,5.010272,Reef
4556,5.02848,Reef
4557,5.067456,Reef
4558,5.03712,Reef
4559,5.04944,Reef
4560,5.028928,Reef
4561,4.997664,Reef
4562,4.986528,Reef
4563,4.941568,Reef
4564,4.998592,Reef
4565,4.983712,Reef
4566,4.974816,Reef
4567,4.969536,Reef
4568,4.96768,Reef
4569,4.98688,Reef
4570,5.007136,Reef
4571,5.025248,Reef
4572,4.960832,Reef
4573,4.968544,Reef
4574,4.951456,Reef
4575,5.033312,Reef
4576,5.00832,Reef
4577,4.983136,Reef
4578,5.070944,Reef
4579,5.280544,Reef
4580,5.102048,Reef
4581,5.121536,Reef
4582,5.23568,Reef
4583,5.077248,Reef
4584,5.095168,Reef
4585,5.053888,Reef
4586,4.986336,Reef
4587,5.041408,Reef
4588,5.06848,Reef
4589,5.131552,Reef
4590,5.1336,Reef
4591,5.072544,Reef
4592,5.062688,Reef
4593,5.154752,Reef
4594,5.146432,Reef
4595,5.169856,Reef
4596,5.175136,Reef
4597,5.236704,Reef
4598,5.22576,Reef
4599,5.326592,Reef
4600,5.222464,Reef
4601,5.194656,Reef
4602,5.203232,Reef
4603,5.131936,Reef
4604,5.327776,Reef
4605,5.219872,Reef
4606,5.17968,Reef
4607,5.050528,Reef
4608,5.13744,Reef
4609,5.160704,Reef
4610,5.248384,Reef
4611,5.19968,Reef
4612,5.212224,Reef
4613,5.259808,Reef
4614,5.430208,Reef
4615,5.304736,Reef
4616,5.220608,Reef
4617,5.307136,Reef
4618,5.250848,Reef
4619,5.40368,Reef
4620,5.413216,Reef
4621,5.38912,Reef
4622,5.364384,Reef
4623,5.376672,Reef
4624,5.301984,Reef
4625,5.310464,Reef
4626,5.294944,Reef
4627,5.222656,Reef
4628,5.2416,Reef
4629,5.178144,Reef
4630,5.210336,Reef
4631,5.2568,Reef
4632,5.257184,Reef
4633,5.253696,Reef
4634,5.312992,Reef
4635,5.296512,Reef
4636,5.410496,Reef
4637,5.336576,Reef
4638,5.27632,Reef
4639,5.30672,Reef
4640,5.368192,Reef
4641,5.301056,Reef
4642,5.316832,Reef
4643,5.345216,Reef
4644,5.423424,Reef
4645,5.476256,Reef
4646,5.60816,Reef
4647,5.358176,Reef
4648,5.250432,Reef
4649,5.329632,Reef
4650,5.286336,Reef
4651,5.358368,Reef
4652,5.34592,Reef
4653,5.280512,Reef
4654,5.32,Reef
4655,5.295232,Reef
4656,5.315552,Reef
4657,5.309056,Reef
4658,5.280704,Reef
4659,5.443008,Reef
4660,5.320128,Reef
4661,5.229184,Reef
4662,5.237888,Reef
4663,5.2688,Reef
4664,5.288256,Reef
4665,5.312512,Reef
4666,5.261856,Reef
4667,5.310432,Reef
4668,5.326144,Reef
4669,5.4264,Reef
4670,5.392448,Reef
4671,5.352032,Reef
4672,5.314016,Reef
4673,5.653056,Reef
4674,5.748544,Reef
4675,5.651904,Reef
4676,5.608256,Reef
4677,5.54032,Reef
4678,5.531104,Reef
4679,5.49104,Reef
4680,5.482432,Reef
4681,5.506816,Reef
4682,5.48128,Reef
4683,5.469568,Reef
4684,5.421152,Reef
4685,5.464192,Reef
4686,5.473792,Reef
4687,5.519456,Reef
4688,5.52608,Reef
